Date,Close
1982-12-16,10.58
1982-12-17,10.69
1982-12-20,10.62
1982-12-21,10.88
1982-12-22,10.99
1982-12-23,11.31
1982-12-27,11.33
1982-12-28,11.26
1982-12-29,11.22
1982-12-30,11.22
1982-12-31,11.35
1983-01-03,11.14
1983-01-04,11.22
1983-01-05,11.16
1983-01-06,11.11
1983-01-07,11.11
1983-01-10,10.99
1983-01-11,11.05
1983-01-12,11.05
1983-01-13,11.31
1983-01-14,11.75
1983-01-17,11.71
1983-01-18,11.52
1983-01-19,11.54
1983-01-20,11.52
1983-01-21,11.44
1983-01-24,10.92
1983-01-25,10.79
1983-01-26,10.92
1983-01-27,11.18
1983-01-28,10.99
1983-01-31,10.97
1983-02-01,10.92
1983-02-02,10.75
1983-02-03,10.82
1983-02-04,11.07
1983-02-07,11.03
1983-02-08,11.03
1983-02-09,10.99
1983-02-10,11.03
1983-02-11,11.05
1983-02-14,11.20
1983-02-15,11.37
1983-02-16,11.41
1983-02-17,11.37
1983-02-18,10.99
1983-02-22,10.65
1983-02-23,10.65
1983-02-24,10.69
1983-02-25,10.84
1983-02-28,10.79
1983-03-01,10.80
1983-03-02,11.11
1983-03-03,11.44
1983-03-04,11.61
1983-03-07,11.71
1983-03-08,11.41
1983-03-09,11.26
1983-03-10,11.14
1983-03-11,11.22
1983-03-14,11.26
1983-03-15,11.09
1983-03-16,10.90
1983-03-17,10.79
1983-03-18,10.84
1983-03-21,10.94
1983-03-22,11.01
1983-03-23,11.29
1983-03-24,11.29
1983-03-25,11.33
1983-03-28,11.48
1983-03-29,11.37
1983-03-30,11.18
1983-03-31,11.14
1983-04-04,11.01
1983-04-05,10.65
1983-04-06,10.24
1983-04-07,10.01
1983-04-08,9.98
1983-04-11,10.33
1983-04-12,10.45
1983-04-13,10.71
1983-04-14,10.99
1983-04-15,11.44
1983-04-18,11.14
1983-04-19,11.52
1983-04-20,11.52
1983-04-21,12.12
1983-04-22,12.61
1983-04-25,12.55
1983-04-26,12.23
1983-04-27,12.42
1983-04-28,12.57
1983-04-29,12.54
1983-05-02,12.50
1983-05-03,12.46
1983-05-04,12.27
1983-05-05,12.20
1983-05-06,12.54
1983-05-09,12.71
1983-05-10,12.78
1983-05-11,13.03
1983-05-12,12.95
1983-05-13,13.06
1983-05-16,12.99
1983-05-17,13.04
1983-05-18,13.25
1983-05-19,13.18
1983-05-20,13.06
1983-05-23,12.93
1983-05-24,12.97
1983-05-25,13.14
1983-05-26,13.59
1983-05-27,13.93
1983-05-31,13.50
1983-06-01,13.53
1983-06-02,13.51
1983-06-03,13.50
1983-06-06,13.55
1983-06-07,13.59
1983-06-08,13.40
1983-06-09,13.19
1983-06-10,13.21
1983-06-13,13.51
1983-06-14,13.78
1983-06-15,14.12
1983-06-16,14.42
1983-06-17,14.51
1983-06-20,14.19
1983-06-21,14.31
1983-06-22,14.23
1983-06-23,14.12
1983-06-24,14.04
1983-06-27,13.93
1983-06-28,13.67
1983-06-29,13.55
1983-06-30,13.53
1983-07-01,13.42
1983-07-05,13.27
1983-07-06,13.33
1983-07-07,13.40
1983-07-08,13.40
1983-07-11,13.48
1983-07-12,13.36
1983-07-13,13.33
1983-07-14,13.21
1983-07-15,13.03
1983-07-18,12.57
1983-07-19,12.95
1983-07-20,13.59
1983-07-21,14.15
1983-07-22,14.04
1983-07-25,14.32
1983-07-26,14.64
1983-07-27,14.34
1983-07-28,14.15
1983-07-29,13.78
1983-08-01,13.74
1983-08-02,13.78
1983-08-03,13.78
1983-08-04,13.51
1983-08-05,13.36
1983-08-08,13.14
1983-08-09,13.25
1983-08-10,13.42
1983-08-11,13.61
1983-08-12,13.67
1983-08-15,13.70
1983-08-16,13.57
1983-08-17,13.55
1983-08-18,13.55
1983-08-19,13.59
1983-08-22,13.59
1983-08-23,13.40
1983-08-24,13.06
1983-08-25,12.39
1983-08-26,12.61
1983-08-29,12.63
1983-08-30,12.71
1983-08-31,12.80
1983-09-01,12.80
1983-09-02,12.99
1983-09-06,13.10
1983-09-07,12.59
1983-09-08,12.35
1983-09-09,12.05
1983-09-12,12.05
1983-09-13,11.75
1983-09-14,11.93
1983-09-15,11.86
1983-09-16,11.82
1983-09-19,11.90
1983-09-20,12.20
1983-09-21,12.16
1983-09-22,12.33
1983-09-23,12.42
1983-09-26,12.59
1983-09-27,12.57
1983-09-28,12.54
1983-09-29,12.54
1983-09-30,12.50
1983-10-03,12.25
1983-10-04,11.82
1983-10-05,11.67
1983-10-06,12.16
1983-10-07,12.20
1983-10-10,12.10
1983-10-11,12.33
1983-10-12,12.31
1983-10-13,12.29
1983-10-14,12.01
1983-10-17,12.12
1983-10-18,12.39
1983-10-19,12.46
1983-10-20,12.57
1983-10-21,12.69
1983-10-24,12.72
1983-10-25,12.80
1983-10-26,13.01
1983-10-27,12.93
1983-10-28,12.80
1983-10-31,12.87
1983-11-01,12.72
1983-11-02,12.67
1983-11-03,12.54
1983-11-04,12.54
1983-11-07,12.54
1983-11-08,12.50
1983-11-09,12.69
1983-11-10,12.67
1983-11-11,12.76
1983-11-14,12.95
1983-11-15,12.97
1983-11-16,12.95
1983-11-17,12.93
1983-11-18,13.01
1983-11-21,12.97
1983-11-22,13.06
1983-11-23,13.03
1983-11-25,12.95
1983-11-28,12.91
1983-11-29,13.06
1983-11-30,12.93
1983-12-01,12.93
1983-12-02,12.86
1983-12-05,12.80
1983-12-06,12.76
1983-12-07,12.72
1983-12-08,12.46
1983-12-09,12.39
1983-12-12,12.39
1983-12-13,12.42
1983-12-14,12.31
1983-12-15,12.25
1983-12-16,12.23
1983-12-19,12.37
1983-12-20,12.37
1983-12-21,12.65
1983-12-22,12.95
1983-12-23,12.84
1983-12-27,12.80
1983-12-28,12.76
1983-12-29,12.86
1983-12-30,12.99
1984-01-03,12.86
1984-01-04,12.95
1984-01-05,13.33
1984-01-06,13.65
1984-01-09,13.67
1984-01-10,13.70
1984-01-11,13.93
1984-01-12,14.14
1984-01-13,13.89
1984-01-16,13.91
1984-01-17,13.82
1984-01-18,13.89
1984-01-19,13.78
1984-01-20,13.76
1984-01-23,13.65
1984-01-24,13.48
1984-01-25,13.59
1984-01-26,13.59
1984-01-27,13.59
1984-01-30,13.19
1984-01-31,13.19
1984-02-01,12.72
1984-02-02,12.95
1984-02-03,12.65
1984-02-06,12.50
1984-02-07,12.39
1984-02-08,12.27
1984-02-09,12.16
1984-02-10,12.31
1984-02-13,12.20
1984-02-14,12.54
1984-02-15,12.61
1984-02-16,12.54
1984-02-17,12.57
1984-02-21,12.54
1984-02-22,12.35
1984-02-23,12.22
1984-02-24,12.42
1984-02-27,12.57
1984-02-28,12.69
1984-02-29,12.63
1984-03-01,12.71
1984-03-02,12.71
1984-03-05,12.46
1984-03-06,12.10
1984-03-07,11.97
1984-03-08,11.93
1984-03-09,11.75
1984-03-12,11.61
1984-03-13,11.44
1984-03-14,11.26
1984-03-15,11.12
1984-03-16,11.37
1984-03-19,11.22
1984-03-20,11.07
1984-03-21,11.14
1984-03-22,11.18
1984-03-23,11.14
1984-03-26,11.07
1984-03-27,10.77
1984-03-28,11.11
1984-03-29,11.18
1984-03-30,11.16
1984-04-02,11.22
1984-04-03,10.95
1984-04-04,11.14
1984-04-05,10.92
1984-04-06,10.95
1984-04-09,10.92
1984-04-10,11.11
1984-04-11,10.99
1984-04-12,11.29
1984-04-13,11.24
1984-04-16,11.29
1984-04-17,11.52
1984-04-18,11.67
1984-04-19,11.80
1984-04-23,12.05
1984-04-24,12.50
1984-04-25,12.37
1984-04-26,12.31
1984-04-27,12.23
1984-04-30,12.35
1984-05-01,12.39
1984-05-02,12.46
1984-05-03,12.52
1984-05-04,12.27
1984-05-07,12.25
1984-05-08,12.57
1984-05-09,12.71
1984-05-10,12.72
1984-05-11,12.69
1984-05-14,12.69
1984-05-15,12.69
1984-05-16,12.72
1984-05-17,12.54
1984-05-18,12.50
1984-05-21,12.55
1984-05-22,12.39
1984-05-23,12.46
1984-05-24,12.50
1984-05-25,12.54
1984-05-29,12.54
1984-05-30,12.54
1984-05-31,12.57
1984-06-01,12.59
1984-06-04,12.97
1984-06-05,12.80
1984-06-06,12.80
1984-06-07,12.86
1984-06-08,12.99
1984-06-11,13.06
1984-06-12,13.36
1984-06-13,13.70
1984-06-14,13.55
1984-06-15,13.48
1984-06-18,13.82
1984-06-19,14.12
1984-06-20,14.21
1984-06-21,13.59
1984-06-22,13.93
1984-06-25,13.67
1984-06-26,13.44
1984-06-27,13.61
1984-06-28,13.99
1984-06-29,14.00
1984-07-02,13.99
1984-07-03,14.00
1984-07-05,14.00
1984-07-06,13.85
1984-07-09,13.82
1984-07-10,13.76
1984-07-11,13.70
1984-07-12,13.63
1984-07-13,13.46
1984-07-16,13.51
1984-07-17,13.70
1984-07-18,13.74
1984-07-19,13.95
1984-07-20,13.78
1984-07-23,13.72
1984-07-24,13.72
1984-07-25,13.70
1984-07-26,13.78
1984-07-27,14.08
1984-07-30,14.23
1984-07-31,14.17
1984-08-01,14.46
1984-08-02,14.81
1984-08-03,15.28
1984-08-06,15.45
1984-08-07,15.55
1984-08-08,15.40
1984-08-09,15.66
1984-08-10,15.92
1984-08-13,15.85
1984-08-14,15.96
1984-08-15,15.96
1984-08-16,16.26
1984-08-17,16.34
1984-08-20,16.34
1984-08-21,16.26
1984-08-22,16.39
1984-08-23,16.38
1984-08-24,16.38
1984-08-27,16.15
1984-08-28,16.13
1984-08-29,16.04
1984-08-30,16.04
1984-08-31,15.98
1984-09-04,15.75
1984-09-05,15.72
1984-09-06,15.96
1984-09-07,16.00
1984-09-10,15.85
1984-09-11,15.92
1984-09-12,15.81
1984-09-13,15.92
1984-09-14,16.26
1984-09-17,16.60
1984-09-18,17.34
1984-09-19,16.88
1984-09-20,16.94
1984-09-21,15.59
1984-09-24,15.64
1984-09-25,15.64
1984-09-26,15.30
1984-09-27,15.47
1984-09-28,15.13
1984-10-01,14.40
1984-10-02,14.46
1984-10-03,14.57
1984-10-04,14.85
1984-10-05,15.19
1984-10-08,14.85
1984-10-09,14.34
1984-10-10,14.12
1984-10-11,14.85
1984-10-12,15.25
1984-10-15,15.36
1984-10-16,15.25
1984-10-17,14.79
1984-10-18,14.79
1984-10-19,15.25
1984-10-22,15.36
1984-10-23,14.91
1984-10-24,15.25
1984-10-25,15.02
1984-10-26,14.96
1984-10-29,14.85
1984-10-30,15.02
1984-10-31,15.08
1984-11-01,15.70
1984-11-02,16.38
1984-11-05,16.88
1984-11-06,17.51
1984-11-07,17.00
1984-11-08,16.94
1984-11-09,16.26
1984-11-12,16.21
1984-11-13,16.38
1984-11-14,16.43
1984-11-15,16.43
1984-11-16,16.04
1984-11-19,15.75
1984-11-20,15.59
1984-11-21,15.75
1984-11-23,16.04
1984-11-26,15.87
1984-11-27,15.30
1984-11-28,15.13
1984-11-29,15.19
1984-11-30,14.79
1984-12-03,14.46
1984-12-04,14.46
1984-12-05,14.34
1984-12-06,14.79
1984-12-07,15.47
1984-12-10,15.25
1984-12-11,15.19
1984-12-12,15.02
1984-12-13,15.02
1984-12-14,15.42
1984-12-17,15.30
1984-12-18,16.32
1984-12-19,16.71
1984-12-20,16.60
1984-12-21,16.26
1984-12-24,16.71
1984-12-26,16.88
1984-12-27,16.38
1984-12-28,16.26
1984-12-31,15.92
1985-01-02,15.81
1985-01-03,16.09
1985-01-04,15.98
1985-01-07,15.98
1985-01-08,14.96
1985-01-09,14.68
1985-01-10,14.96
1985-01-11,15.08
1985-01-14,15.25
1985-01-15,14.40
1985-01-16,14.91
1985-01-17,15.02
1985-01-18,15.30
1985-01-21,15.53
1985-01-22,15.13
1985-01-23,15.98
1985-01-24,15.98
1985-01-25,16.04
1985-01-28,16.09
1985-01-29,15.98
1985-01-30,16.15
1985-01-31,15.75
1985-02-01,15.64
1985-02-04,15.59
1985-02-05,15.53
1985-02-06,15.81
1985-02-07,16.66
1985-02-08,17.11
1985-02-11,17.05
1985-02-12,17.00
1985-02-13,17.67
1985-02-14,18.13
1985-02-15,18.75
1985-02-19,18.75
1985-02-20,19.71
1985-02-21,19.54
1985-02-22,19.43
1985-02-25,19.37
1985-02-26,19.99
1985-02-27,20.22
1985-02-28,20.39
1985-03-01,20.33
1985-03-04,19.71
1985-03-05,19.65
1985-03-06,19.43
1985-03-07,18.97
1985-03-08,18.63
1985-03-11,18.52
1985-03-12,18.69
1985-03-13,18.18
1985-03-14,18.18
1985-03-15,18.07
1985-03-18,17.96
1985-03-19,18.07
1985-03-20,18.52
1985-03-21,19.20
1985-03-22,18.75
1985-03-25,18.75
1985-03-26,18.97
1985-03-27,19.20
1985-03-28,19.43
1985-03-29,19.43
1985-04-01,19.43
1985-04-02,19.31
1985-04-03,18.92
1985-04-04,19.31
1985-04-08,19.37
1985-04-09,19.48
1985-04-10,19.93
1985-04-11,20.22
1985-04-12,20.22
1985-04-15,20.44
1985-04-16,20.55
1985-04-17,21.23
1985-04-18,21.51
1985-04-19,21.01
1985-04-22,21.12
1985-04-23,21.01
1985-04-24,21.35
1985-04-25,21.46
1985-04-26,21.63
1985-04-29,21.35
1985-04-30,20.78
1985-05-01,20.55
1985-05-02,19.59
1985-05-03,19.54
1985-05-06,19.65
1985-05-07,20.22
1985-05-08,20.39
1985-05-09,21.06
1985-05-10,21.23
1985-05-13,21.51
1985-05-14,20.33
1985-05-15,20.55
1985-05-16,20.78
1985-05-17,20.78
1985-05-20,21.12
1985-05-21,20.84
1985-05-22,21.01
1985-05-23,20.78
1985-05-24,20.78
1985-05-28,20.61
1985-05-29,20.89
1985-05-30,20.84
1985-05-31,21.06
1985-06-03,21.57
1985-06-04,21.63
1985-06-05,21.97
1985-06-06,22.47
1985-06-07,22.25
1985-06-10,22.59
1985-06-11,22.53
1985-06-12,22.93
1985-06-13,22.98
1985-06-14,23.27
1985-06-17,23.60
1985-06-18,23.66
1985-06-19,23.72
1985-06-20,23.04
1985-06-21,23.27
1985-06-24,23.21
1985-06-25,23.38
1985-06-26,23.27
1985-06-27,23.27
1985-06-28,23.55
1985-07-01,23.38
1985-07-02,23.43
1985-07-03,23.60
1985-07-05,24.00
1985-07-08,24.39
1985-07-09,24.68
1985-07-10,25.07
1985-07-11,24.51
1985-07-12,24.96
1985-07-15,24.85
1985-07-16,25.35
1985-07-17,25.07
1985-07-18,24.39
1985-07-19,23.89
1985-07-22,23.27
1985-07-23,23.83
1985-07-24,23.72
1985-07-25,23.60
1985-07-26,23.43
1985-07-29,22.87
1985-07-30,22.47
1985-07-31,22.87
1985-08-01,23.27
1985-08-02,23.43
1985-08-05,23.38
1985-08-06,23.04
1985-08-07,23.04
1985-08-08,23.04
1985-08-09,23.10
1985-08-12,22.76
1985-08-13,23.10
1985-08-14,23.10
1985-08-15,23.21
1985-08-16,23.27
1985-08-19,23.38
1985-08-20,23.89
1985-08-21,24.06
1985-08-22,24.00
1985-08-23,23.72
1985-08-26,23.94
1985-08-27,23.94
1985-08-28,24.39
1985-08-29,24.73
1985-08-30,24.68
1985-09-03,24.28
1985-09-04,23.27
1985-09-05,23.49
1985-09-06,23.43
1985-09-09,23.38
1985-09-10,22.93
1985-09-11,22.53
1985-09-12,22.14
1985-09-13,21.85
1985-09-16,21.63
1985-09-17,21.46
1985-09-18,21.57
1985-09-19,22.02
1985-09-20,21.68
1985-09-23,21.97
1985-09-24,21.74
1985-09-25,21.23
1985-09-26,21.23
1985-09-30,21.18
1985-10-01,21.63
1985-10-02,21.29
1985-10-03,21.12
1985-10-04,20.89
1985-10-07,20.05
1985-10-08,19.20
1985-10-09,19.54
1985-10-10,19.14
1985-10-11,19.31
1985-10-14,19.37
1985-10-15,19.09
1985-10-16,19.71
1985-10-17,20.10
1985-10-18,20.22
1985-10-21,19.99
1985-10-22,19.88
1985-10-23,19.99
1985-10-24,19.54
1985-10-25,19.20
1985-10-28,19.26
1985-10-29,19.37
1985-10-30,19.43
1985-10-31,19.31
1985-11-01,19.37
1985-11-04,19.31
1985-11-05,19.54
1985-11-06,19.65
1985-11-07,20.33
1985-11-08,20.78
1985-11-11,20.72
1985-11-12,20.89
1985-11-13,20.55
1985-11-14,20.50
1985-11-15,20.44
1985-11-18,20.22
1985-11-19,19.99
1985-11-20,19.71
1985-11-21,20.05
1985-11-22,20.84
1985-11-25,20.61
1985-11-26,20.22
1985-11-27,19.88
1985-11-29,19.99
1985-12-02,20.05
1985-12-03,20.33
1985-12-04,20.89
1985-12-05,20.44
1985-12-06,20.16
1985-12-09,20.55
1985-12-10,20.95
1985-12-11,20.50
1985-12-12,20.78
1985-12-13,20.89
1985-12-16,20.89
1985-12-17,20.78
1985-12-18,20.61
1985-12-19,20.55
1985-12-20,20.50
1985-12-23,20.16
1985-12-24,19.99
1985-12-26,19.99
1985-12-27,20.16
1985-12-30,20.27
1985-12-31,19.93
1986-01-02,20.05
1986-01-03,20.78
1986-01-06,20.95
1986-01-07,21.06
1986-01-08,20.16
1986-01-09,19.88
1986-01-10,19.71
1986-01-13,19.37
1986-01-14,19.31
1986-01-15,19.37
1986-01-16,19.20
1986-01-17,18.35
1986-01-20,18.30
1986-01-21,18.30
1986-01-22,17.62
1986-01-23,18.07
1986-01-24,18.63
1986-01-27,18.41
1986-01-28,18.30
1986-01-29,18.86
1986-01-30,19.03
1986-01-31,19.09
1986-02-03,19.76
1986-02-04,19.88
1986-02-05,20.10
1986-02-06,19.54
1986-02-07,19.43
1986-02-10,19.03
1986-02-11,18.86
1986-02-12,18.35
1986-02-13,18.75
1986-02-14,19.14
1986-02-18,19.09
1986-02-19,18.18
1986-02-20,18.30
1986-02-21,19.03
1986-02-24,19.76
1986-02-25,19.76
1986-02-26,19.82
1986-02-27,20.16
1986-02-28,20.33
1986-03-03,20.61
1986-03-04,20.78
1986-03-05,21.57
1986-03-06,21.57
1986-03-07,21.46
1986-03-10,21.46
1986-03-11,21.63
1986-03-12,21.91
1986-03-13,22.19
1986-03-14,21.74
1986-03-17,21.35
1986-03-18,21.68
1986-03-19,21.91
1986-03-20,22.25
1986-03-21,22.19
1986-03-24,22.42
1986-03-25,22.53
1986-03-26,23.04
1986-03-27,22.81
1986-03-31,22.31
1986-04-01,21.97
1986-04-02,21.63
1986-04-03,20.95
1986-04-04,20.78
1986-04-07,20.67
1986-04-08,20.44
1986-04-09,21.01
1986-04-10,21.29
1986-04-11,22.25
1986-04-14,22.02
1986-04-15,21.91
1986-04-16,21.97
1986-04-17,21.80
1986-04-18,21.46
1986-04-21,21.91
1986-04-22,22.02
1986-04-23,22.53
1986-04-24,22.59
1986-04-25,22.53
1986-04-28,22.81
1986-04-29,22.53
1986-04-30,22.14
1986-05-01,22.02
1986-05-02,21.91
1986-05-05,22.19
1986-05-06,22.36
1986-05-07,22.42
1986-05-08,22.47
1986-05-09,22.31
1986-05-12,22.19
1986-05-13,21.91
1986-05-14,22.02
1986-05-15,21.91
1986-05-16,22.08
1986-05-19,21.97
1986-05-20,22.08
1986-05-21,21.46
1986-05-22,21.74
1986-05-23,21.40
1986-05-27,21.68
1986-05-28,21.74
1986-05-29,22.31
1986-05-30,22.47
1986-06-02,22.36
1986-06-03,22.53
1986-06-04,22.70
1986-06-05,22.42
1986-06-06,21.85
1986-06-09,20.95
1986-06-10,21.23
1986-06-11,21.35
1986-06-12,21.06
1986-06-13,21.51
1986-06-16,21.57
1986-06-17,21.51
1986-06-18,21.40
1986-06-19,21.35
1986-06-20,21.63
1986-06-23,21.23
1986-06-24,21.51
1986-06-25,21.40
1986-06-26,21.57
1986-06-27,22.08
1986-06-30,22.59
1986-07-01,23.10
1986-07-02,22.93
1986-07-03,22.93
1986-07-07,21.57
1986-07-08,21.23
1986-07-09,21.57
1986-07-10,21.63
1986-07-11,21.35
1986-07-14,21.06
1986-07-15,20.10
1986-07-16,20.22
1986-07-17,20.22
1986-07-18,19.99
1986-07-21,19.88
1986-07-22,19.71
1986-07-23,19.76
1986-07-24,19.88
1986-07-25,20.05
1986-07-28,19.99
1986-07-29,20.05
1986-07-30,20.27
1986-07-31,20.22
1986-08-01,20.16
1986-08-04,20.22
1986-08-05,20.10
1986-08-06,20.05
1986-08-07,19.99
1986-08-08,19.99
1986-08-11,19.93
1986-08-12,20.05
1986-08-13,20.05
1986-08-14,20.39
1986-08-15,20.33
1986-08-18,19.99
1986-08-19,19.88
1986-08-20,20.61
1986-08-21,21.12
1986-08-22,21.12
1986-08-25,20.55
1986-08-26,20.67
1986-08-27,21.12
1986-08-28,21.23
1986-08-29,20.95
1986-09-02,20.33
1986-09-03,19.88
1986-09-04,20.05
1986-09-05,19.65
1986-09-08,19.99
1986-09-09,20.72
1986-09-10,20.78
1986-09-11,19.71
1986-09-12,19.31
1986-09-15,19.31
1986-09-16,18.86
1986-09-17,18.75
1986-09-18,19.03
1986-09-19,19.14
1986-09-22,19.48
1986-09-23,20.61
1986-09-24,20.50
1986-09-25,20.10
1986-09-26,19.82
1986-09-29,19.59
1986-09-30,19.99
1986-10-01,20.67
1986-10-02,20.55
1986-10-03,20.50
1986-10-06,20.22
1986-10-07,20.61
1986-10-08,20.67
1986-10-09,20.44
1986-10-10,20.39
1986-10-13,20.22
1986-10-14,19.65
1986-10-15,20.39
1986-10-16,20.33
1986-10-17,20.33
1986-10-20,20.16
1986-10-21,19.43
1986-10-22,19.48
1986-10-23,19.76
1986-10-24,20.27
1986-10-27,21.23
1986-10-28,20.72
1986-10-29,21.51
1986-10-30,22.02
1986-10-31,21.35
1986-11-03,20.39
1986-11-04,20.10
1986-11-05,19.20
1986-11-06,19.09
1986-11-07,19.20
1986-11-10,19.71
1986-11-11,19.59
1986-11-12,19.54
1986-11-13,19.88
1986-11-14,20.27
1986-11-17,19.93
1986-11-18,19.14
1986-11-19,19.43
1986-11-20,19.65
1986-11-21,19.31
1986-11-24,19.31
1986-11-25,19.09
1986-11-26,19.43
1986-11-28,19.26
1986-12-01,18.97
1986-12-02,19.37
1986-12-03,19.31
1986-12-04,19.26
1986-12-05,18.75
1986-12-08,18.35
1986-12-09,17.96
1986-12-10,17.56
1986-12-11,17.51
1986-12-12,17.56
1986-12-15,18.01
1986-12-16,17.56
1986-12-17,17.00
1986-12-18,16.94
1986-12-19,17.96
1986-12-22,18.01
1986-12-23,17.84
1986-12-24,18.07
1986-12-26,18.24
1986-12-29,18.01
1986-12-30,17.79
1986-12-31,17.73
1987-01-02,18.01
1987-01-05,18.24
1987-01-06,18.47
1987-01-07,18.47
1987-01-08,18.30
1987-01-09,18.63
